ICSD/MP_ID,formula,sources,MinMass(F1),AverMass(F2),MaxMass(F3),MinPeriodNum(F4),AverPeriodNum(F5),MaxPeriodNum(F6),MinGroupNum(F7),AverGroupNum(F8),MaxGroupNum(F9),MinRaduis(F10),AverRaduis(F11),MaxRaduis(F12),MinEleNegativity(F13),AverEleNegativity(F14),MaxEleNegativity(F15),AverSValenceEleNum(F16),AverPValenceEleNum(F17),AverDValenceEleNum(F18),AverFValenceEleNum(F19),AverSUnfilledState(F20),AverPUnfilledState(F21),AverDUnfilledState(F22),AverFUnfilledState(F23),MinIonizationEner(F24),AverIonizationEner(F25),MaxIonizationEner(F26),MinEleAffinity(F27),AverEleAffinity(F28),MaxEleAffinity(F29),MinMeltingPoint(F30),AverMeltingPoint(F31),MaxMeltingPoint(F32),MinBoilingPoint(F33),AverBoilingPoint(F34),MaxBoilingPoint(F35),MinDensity(F36),AverDensity(F37),MaxDensity(F38),NegaMinGap(SN1),NegaAverGap(SN2),NegaMaxGap(SN3),MinNegaDipoleTotal(SN4),AverNegaDipoleTotal(SN5),MaxNegaDipoleTotal(SN6),MinNegaAnisoQuadrupole(SN7),AverNegaAnisoQuadrupole(SN8),MaxNegaAnisoQuadrupole(SN9),MinNegaAnisoPolar(SN10),AverNegaAnisoPolar(SN11),MaxNegaAnisoPolar(SN12),MinNegaTotalHyperPolar(SN13),AverNegaTotalHyperPolar(SN14),MaxNegaTotalHyperPolar(SN15),TotalNegaCharge(SN16),TotalNegaMultiplicity(SN17),MinNegaFlexibility(SN18),TotalNegaFlexibility(SN19),AverNegaFlexibility(SN20),MaxNegaFlexibility(SN21),AverNegaCharge(SN22),PosiMinGap(SP1),PosiAverGap(SP2),PosiMaxGap(SP3),MinPosiDipoleTotal(SP4),AverPosiDipoleTotal(SP5),MaxPosiDipoleTotal(SP6),MinPosiAnisoQuadrupole(SP7),AverPosiAnisoQuadrupole(SP8),MaxPosiAnisoQuadrupole(SP9),MinPosiAnisoPolar(SP10),AverPosiAnisoPolar(SP11),MaxPosiAnisoPolar(SP12),MinPosiTotalHyperPolar(SP13),AverPosiTotalHyperPolar(SP14),MaxPosiTotalHyperPolar(SP15),TotalPosiCharge(SP16),TotalPosiMultiplicity(SP17),MinPosiFlexibility(SP18),TotalPosiFlexibility(SP19),AverPosiFlexibility(SP20),MaxPosiFlexibility(SP21),Eg_PBE(eV),Eg_EXP(eV),delta_n,d_ij(pm/V)
420521,Sr2Zn(Ge2O7),ICSD,15.999,41.488,87.6,2,3,5,2,13,16,139,176.917,249,0.95,2.638,3.44,2,2.667,2.5,0,0,1.833,0,0,5.695,10.993,13.618,-1.51,0.833,1.461,54.36,466.333,1211.4,90.2,944.45,3106,0.001,1.923,7.134,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.099,7.902,8.706,5.733,7.256,8.778,15.242,20.679,26.848,18.888,46.036,73.184,1934.71,9747.955,17561.2,0,2,0.046,0.213,0.107,0.167,3.473,,0.052,0.6755
420522,Sr2Mg(Ge2O7),ICSD,15.999,38.063,87.6,2,2.917,5,2,12.167,16,152,179.75,249,0.95,2.609,3.44,2,2.667,1.667,0,0,1.833,0,0,5.695,10.847,13.618,-1.51,0.807,1.461,54.36,485.527,1211.4,90.2,959.7,3106,0.001,1.473,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.099,7.232,7.365,7.483,8.13,8.778,20.318,21.554,26.848,25.35,49.267,73.184,4843.68,11202.44,17561.2,0,2,0.083,0.25,0.125,0.167,3.852,,0.053,0.0195
420550,Ba2Zn(Ge2O7),ICSD,15.999,49.776,137.33,2,3.167,6,2,13,16,139,180.083,268,0.89,2.628,3.44,2,2.667,2.5,0,0,1.833,0,0,5.212,10.912,13.618,-0.48,1.005,1.461,54.36,458,1211.4,90.2,1030.283,3106,0.001,2.086,7.134,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.437,8.072,8.706,5.733,7.011,8.29,15.242,19.958,25.893,18.888,38.474,58.06,1934.71,6594.455,11254.2,0,2,0.046,0.281,0.14,0.234,3.225,,0.035,0.9105
421141,BaAl(BO3)F2,ICSD,10.81,32.639,137.33,2,2.625,6,2,13.75,17,135,171.25,268,0.89,2.853,3.98,2,3,0,0,0,2.25,0,0,5.212,11.9,17.423,-0.48,1.412,3.339,53.53,568.947,2348,85.03,1209.458,4273,0.001,1.087,3.62,4.813,10.087,15.161,10.202,27.187,35.68,21.668,34.409,109.396,0,118.64,277.72,0,62.848,165.56,-7,3,0,0.143,0.048,0.073,-2.333,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,6.06,,0.043,1.4905
421260,Y(B2O3(OH))3,ICSD,1.008,15.854,88.906,1,2,5,1,12.545,16,120,161.591,219,1.22,2.788,3.44,1.864,2.455,0.045,0,0.136,2.455,0.409,0,6.217,11.828,13.618,0.277,0.989,1.461,13.81,753.489,2348,20.28,1381.784,4273,0,0.85,4.47,4.813,7.595,10.377,12.534,24.106,35.678,30.445,76.08,103.947,4.326,141.023,277.72,165.56,374.672,583.784,-4,2,0,0.07,0.035,0.07,-2,8.339,8.339,8.339,0.019,0.019,0.019,48.536,48.555,48.536,24.97,24.97,24.97,15.69,15.69,15.69,0,1,0.096,0.096,0.096,0.096,6.15,,0.039,1.1625
421470,Sb4(GeO4)3,ICSD,15.999,47.206,121.76,2,2.947,5,14,15.474,16,152,172.684,211,2.01,2.922,3.44,2,3.474,3.684,0,0,2.526,0,0,7.9,11.667,13.618,1.07,1.361,1.461,54.36,415.876,1211.4,90.2,938.968,3106,0.001,2.249,6.685,4.673,5.208,5.743,32.145,33.913,35.68,53.783,60.804,117.446,0.235,181.576,362.917,15.655,90.908,166.162,-7,2,0.046,0.098,0.049,0.052,-3.5,11.025,11.025,11.025,0,0,0,19.842,19.842,19.842,28.287,28.287,28.287,3.739,3.739,3.739,0,1,0.057,0.057,0.057,0.057,3.905,,0,1.749
422494,Na2(Ge(S2O7)3),ICSD,15.999,21.567,72.63,2,2.333,4,1,14.933,16,152,164.567,227,0.93,3.053,3.44,1.933,3.667,0.333,0,0.067,1.933,0,0,5.139,12.211,13.618,0.548,1.52,2.077,54.36,180.834,1211.4,90.2,387.29,3106,0.001,0.657,5.323,5.743,7.258,8.773,25.778,28.962,32.145,53.783,55.853,69.171,0.006,0.121,0.235,1.181,83.671,166.162,-6,2,0.046,0.248,0.124,0.201,-3,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,4.312,,0.008,0.1595
422556,Ba5(BO3)3Cl,ICSD,10.81,49.918,137.33,2,3.167,6,2,11.667,17,152,192.167,268,0.89,2.483,3.44,2,2.444,0,0,0,1.889,0,0,5.212,10.36,13.618,-0.48,0.844,3.617,54.36,705.827,2348,90.2,1373.328,4273,0.001,1.401,3.62,4.813,8.041,11.269,3.625,19.652,35.678,2.735,21.019,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,3.892,,0.018,0.831
422557,Ba5(BO3)3Br,ICSD,10.81,52.387,137.33,2,3.222,6,2,11.667,17,152,192.611,268,0.89,2.472,3.44,2,2.444,0.556,0,0,1.889,0,0,5.212,10.296,13.618,-0.48,0.83,3.365,54.36,711.066,2348,90.2,1378.486,4273,0.001,1.574,3.62,4.813,7.389,9.964,12.102,23.89,35.678,30.492,39.136,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,3.965,,0.013,0.9945
423143,NaSr3Be3(BO3)3F4,ICSD,9.012,24.576,87.6,2,2.435,5,1,11.478,17,135,170.304,249,0.93,2.673,3.98,1.957,2.565,0,0,0.043,1.609,0,0,5.139,11.624,17.423,-1.51,1.065,3.339,53.53,693.405,2348,85.03,1231.475,4273,0.001,0.938,2.64,4.813,8.852,15.161,10.202,22.191,35.678,21.668,29.414,103.947,0,94.124,277.72,0,55.19,165.56,-6,3,0,0.133,0.044,0.07,-2,6.246,6.673,7.099,1.865,5.322,8.778,26.848,18.745,30.739,73.184,75.591,77.998,9284.889,13423.045,17561.2,0,2,0.083,0.25,0.125,0.167,4.922,7.29,0.059,1.832
423429,Na2B4O7,ICSD,10.81,15.478,22.99,2,2.154,3,1,12.769,16,152,175.846,227,0.93,2.623,3.44,1.846,2.462,0,0,0.154,2.615,0,0,5.139,10.677,13.618,0.277,0.956,1.461,54.36,808.802,2348,90.2,1541.185,4273,0.001,0.879,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,5.631,,0.077,1.064
423435,Li2F2B6O9,ICSD,6.938,13.722,18.998,2,2,2,1,13.579,17,135,166,192,0.98,2.796,3.98,1.895,2.737,0,0,0.105,2.632,0,0,5.392,11.473,17.423,0.277,1.196,3.339,53.53,820.611,2348,85.03,1571.045,4273,0.001,0.805,2.37,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,6.27,,0.085,1.1025
423661,Li2B3O4F3,ICSD,6.938,13.941,18.998,2,2,2,1,13,17,135,162.75,192,0.98,2.815,3.98,1.833,2.833,0,0,0.167,2.167,0,0,5.392,11.868,17.423,0.277,1.494,3.339,53.53,694.111,2348,85.03,1388.741,4273,0.001,0.682,2.37,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,6.57,,0.065,0.1725
423711,Ba(Ge(S2O7)3),ICSD,15.999,25.461,137.33,2,2.414,6,2,15.448,16,152,163.828,268,0.89,3.125,3.44,2,3.793,0.345,0,0,2,0,0,5.212,12.457,13.618,-0.48,1.518,2.077,54.36,195.97,1211.4,90.2,395.748,3106,0.001,0.737,5.323,5.743,7.258,8.773,25.778,28.962,32.145,53.783,55.853,69.171,0.006,0.121,0.235,1.181,83.671,166.162,-6,2,0.046,0.248,0.124,0.201,-3,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,4.283,,0.01,0.0415
424027,K5(B(SO4)4),ICSD,10.81,22.714,39.098,2,2.538,4,1,13,16,152,181.5,275,0.82,2.75,3.44,1.808,3.115,0,0,0.192,1.731,0,0,4.341,11.128,13.618,0.277,1.326,2.077,54.36,248.225,2348,90.2,528.738,4273,0.001,0.581,2.37,4.813,6.793,8.773,25.778,30.728,35.678,69.171,65.314,103.947,0.006,138.863,277.72,1.181,83.37,165.56,-5,2,0.07,0.272,0.136,0.201,-2.5,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,5.2,,0.002,0.048
425174,Li(B(SO4)2),ICSD,6.938,17.49,32.07,2,2.167,3,1,14.5,16,152,162.5,192,0.98,2.975,3.44,1.917,3.417,0,0,0.083,2.083,0,0,5.392,11.946,13.618,0.277,1.395,2.077,54.36,334.438,2348,90.2,670.425,4273,0.001,0.587,2.37,4.813,6.793,8.773,25.778,30.728,35.678,69.171,65.314,103.947,0.006,138.863,277.72,1.181,83.37,165.56,-5,2,0.07,0.272,0.136,0.201,-2.5,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,6.39,,0.007,0.967
425175,Li(B(S2O7)2),ICSD,6.938,18.501,32.07,2,2.2,3,1,15.1,16,152,161.1,192,0.98,3.075,3.44,1.95,3.65,0,0,0.05,2.05,0,0,5.392,12.289,13.618,0.277,1.483,2.077,54.36,255.807,2348,90.2,501.09,4273,0.001,0.56,2.37,4.813,6.793,8.773,25.778,30.728,35.678,69.171,65.314,103.947,0.006,138.863,277.72,1.181,83.37,165.56,-5,2,0.07,0.272,0.136,0.201,-2.5,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,5.51,,0.019,0.015
425176,Na5(B(SO4)4),ICSD,10.81,19.616,32.07,2,2.346,3,1,13,16,152,172.269,227,0.93,2.771,3.44,1.808,3.115,0,0,0.192,1.731,0,0,5.139,11.282,13.618,0.277,1.335,2.077,54.36,254.844,2348,90.2,552.585,4273,0.001,0.597,2.37,4.813,6.793,8.773,25.778,30.728,35.678,69.171,65.314,103.947,0.006,138.863,277.72,1.181,83.37,165.56,-5,2,0.07,0.272,0.136,0.201,-2.5,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,5.44,,0.013,0.278
425177,Na5(B(SO4)4),ICSD,10.81,19.616,32.07,2,2.346,3,1,13,16,152,172.269,227,0.93,2.771,3.44,1.808,3.115,0,0,0.192,1.731,0,0,5.139,11.282,13.618,0.277,1.335,2.077,54.36,254.844,2348,90.2,552.585,4273,0.001,0.597,2.37,4.813,6.793,8.773,25.778,30.728,35.678,69.171,65.314,103.947,0.006,138.863,277.72,1.181,83.37,165.56,-5,2,0.07,0.272,0.136,0.201,-2.5,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,5.525,,0.004,0.306
425548,KSr4(BO3)3,ICSD,10.81,33.289,87.6,2,2.824,5,1,11.294,16,152,189.118,275,0.82,2.453,3.44,1.941,2.294,0,0,0.059,1.941,0,0,4.341,10.269,13.618,-1.51,0.497,1.461,54.36,709.986,2348,90.2,1251.929,4273,0.001,1.093,2.64,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.294,6.196,7.099,2.639,5.709,8.778,26.848,19.133,34.753,73.184,151.616,230.047,17561.2,24251.98,30942.76,0,2,0.094,0.261,0.131,0.167,4.161,,0.04,0.854
425763,Li4MgGe2S7,ICSD,6.938,30.129,72.63,2,2.857,4,1,10.429,16,173,184.5,211,0.98,1.951,2.58,1.714,2.286,1.429,0,0.286,1.571,0,0,5.392,8.395,10.36,-0.22,1.392,2.077,388.36,562.78,1211.4,717.75,1361.375,3106,0.534,2.071,5.323,7.168,7.168,7.168,16.367,16.367,16.367,27.884,44.251,27.884,0,0,0,0.00E+00,0.00E+00,0.00E+00,-2,1,0,0,0,0,-2,7.365,9.433,13.142,0,2.495,7.483,12.964,6.816,24.519,1.932,23.527,45.955,0,4159.469,12450.1,0,3,0.057,0.207,0.069,0.083,1.52,4.12,,
426601,Mg(B6O9(OH)2)(H2O)4,ICSD,1.008,10.601,24.305,1,1.719,3,1,10.313,16,120,150.156,192,1.31,2.723,3.44,1.688,2.063,0,0,0.313,1.875,0,0,7.646,12.428,13.618,-0.22,0.966,1.461,13.81,498.891,2348,20.28,892.4,4273,0,0.499,2.37,4.813,10.342,15.835,1.873,16.695,35.678,8.466,51.344,103.947,0.553,94.2,277.72,82.576,277.307,583.784,-4,3,0,0.07,0.023,0.07,-1.333,7.365,7.365,7.365,7.483,7.483,7.483,20.318,27.8,20.318,25.35,25.35,25.35,4843.68,4843.68,4843.68,0,1,0.083,0.083,0.083,0.083,5.312,,0.035,1.0675
426915,Ca2(B5O9)(OH)(H2O),ICSD,1.008,14.915,40.08,1,2.048,4,1,11.81,16,120,164.476,231,1,2.697,3.44,1.857,2.333,0,0,0.143,2.238,0,0,6.113,11.634,13.618,-1.39,0.807,1.461,13.81,695.685,2348,20.28,1234.859,4273,0,0.712,2.37,4.813,10.342,15.835,1.873,16.695,35.678,8.466,51.344,103.947,0.553,94.2,277.72,82.576,277.307,583.784,-4,3,0,0.07,0.023,0.07,-1.333,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,5.353,,0.043,1.3175
427409,CsLi(B6O10),ICSD,6.938,20.261,132.905,2,2.222,6,1,13.333,16,152,177.611,343,0.79,2.689,3.44,1.889,2.556,0,0,0.111,2.778,0,0,3.894,10.847,13.618,0.277,0.965,1.461,54.36,854.824,2348,90.2,1616.611,4273,0.001,0.928,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.389,6.591,7.792,0.002,1.185,2.367,24.519,15.333,28.297,5.274,135.888,266.501,8.625,13687.086,27365.547,0,2,0.057,0.177,0.088,0.119,4.838,6.89,0.066,1.304
427843,PbSrGeO4,ICSD,15.999,61.632,207.2,2,3.286,6,2,13.429,16,152,181.429,249,0.95,2.721,3.44,2,2.857,2.857,2,0,2.286,0,0,5.695,10.783,13.618,-1.51,0.863,1.461,54.36,439.921,1211.4,90.2,1020.543,3106,0.001,2.759,11.342,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.099,8.631,10.163,4.781,6.78,8.778,17.622,15.59,26.848,23.084,48.134,73.184,1398.39,9479.795,17561.2,0,2,0.061,0.228,0.114,0.167,3.651,,0.012,2.0235
428001,(NH4)(B(S2O7)2),ICSD,1.008,15.88,32.07,1,2,3,1,13.333,16,120,153.125,192,2.04,3.015,3.44,1.833,3.167,0,0,0.167,1.833,0,0,8.298,12.888,14.534,-0.21,1.327,2.077,13.81,199.203,2348,20.28,356.887,4273,0,0.444,2.37,4.813,6.793,8.773,25.778,30.728,35.678,69.171,65.314,103.947,0.006,138.863,277.72,1.181,83.37,165.56,-5,2,0.07,0.272,0.136,0.201,-2.5,23.379,23.379,23.379,0.89,0.89,0.89,0.167,1.057,0.167,0.004,0.004,0.004,0.039,0.039,0.039,1,1,0,0,0,0,5.943,,0.018,0.435
429369,PbBaGeO4,ICSD,15.999,68.737,207.2,2,3.429,6,2,13.429,16,152,184.143,268,0.89,2.713,3.44,2,2.857,2.857,2,0,2.286,0,0,5.212,10.714,13.618,-0.48,1.011,1.461,54.36,432.779,1211.4,90.2,1094.114,3106,0.001,2.899,11.342,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.437,8.8,10.163,4.781,6.535,8.29,17.622,15.346,25.893,23.084,40.572,58.06,1398.39,6326.295,11254.2,0,2,0.061,0.295,0.148,0.234,3.563,,0.01,1.1755
431106,Na(B5O7(OH)2)(H2O),ICSD,1.008,12.053,22.99,1,1.85,3,1,11.5,16,120,159.35,227,0.93,2.717,3.44,1.75,2.25,0,0,0.25,2.25,0,0,5.139,11.86,13.618,0.277,0.978,1.461,13.81,635.49,2348,20.28,1175.206,4273,0,0.642,2.37,4.813,10.342,15.835,1.873,16.695,35.678,8.466,51.344,103.947,0.553,94.2,277.72,82.576,277.307,583.784,-4,3,0,0.07,0.023,0.07,-1.333,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,5.57,,0.079,0.2685
431201,Ca12Ge17B8O58,ICSD,10.81,28.738,72.63,2,2.611,4,2,13.621,16,152,175.905,231,1,2.758,3.44,2,2.884,1.789,0,0,2.358,0,0,6.113,11.199,13.618,-1.39,0.981,1.461,54.36,588.533,2348,90.2,1192.648,4273,0.001,1.348,5.323,4.813,5.278,5.743,32.145,33.912,35.678,53.783,60.803,103.947,0.235,138.978,277.72,165.56,165.861,166.162,-7,2,0.046,0.116,0.058,0.07,-3.5,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,3.648,,0.002,0.1755
431863,Rb2Al2B2O7,ICSD,10.81,27.578,85.468,2,2.615,5,1,12.769,16,152,186.308,303,0.82,2.54,3.44,1.846,2.462,0,0,0.154,2.615,0,0,4.177,10.173,13.618,0.277,0.969,1.461,54.36,582.178,2348,90.2,1283.338,4273,0.001,1.016,2.7,4.813,7.55,10.286,35.678,35.679,35.68,103.947,87.652,109.396,78.199,177.959,277.72,22.985,94.273,165.56,-6,2,0.07,0.143,0.072,0.073,-3,5.014,5.014,5.014,4.599,4.599,4.599,33.92,38.519,33.92,303.357,303.357,303.357,60853.629,60853.629,60853.629,0,1,0.099,0.099,0.099,0.099,4.335,,0.055,0.452
431892,KB(PO4)F,ICSD,10.81,20.485,39.098,2,2.375,4,1,13.75,17,135,173.75,275,0.82,2.849,3.98,1.875,3.125,0,0,0.125,2.125,0,0,4.341,11.878,17.423,0.277,1.338,3.339,53.53,409.1,2348,85.03,788.06,4273,0.001,0.636,2.37,4.813,8.895,15.161,10.202,21.627,35.678,21.668,29.979,103.947,0,92.579,277.72,0,68.277,165.56,-7,3,0,0.177,0.059,0.107,-2.333,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,6.315,,0.02,0.819
432664,(NH4)2(B2P3O11(OH)),ICSD,1.008,12.272,30.974,1,1.786,3,1,10.786,16,120,147.786,192,2.04,2.779,3.44,1.679,2.321,0,0,0.321,1.75,0,0,8.298,12.962,14.534,-0.21,0.953,1.461,13.81,233.958,2348,20.28,415.235,4273,0,0.365,2.37,4.813,7.3,10.377,12.534,22.405,35.678,25.055,30.756,103.947,0.018,94.021,277.72,39.27,262.871,583.784,-7,3,0,0.177,0.059,0.107,-2.333,23.379,23.379,23.379,0.89,0.89,0.89,0.167,1.057,0.167,0.004,0.004,0.004,0.039,0.039,0.039,1,1,0,0,0,0,6.1,,0.019,0.222
432814,Ca2(B5O8(OH))2(B(OH)3)(H2O),ICSD,1.008,13.288,40.08,1,1.929,4,1,12.048,16,120,160.905,231,1,2.75,3.44,1.833,2.357,0,0,0.167,2.357,0,0,6.113,11.864,13.618,-1.39,0.897,1.461,13.81,698.824,2348,20.28,1253.413,4273,0,0.695,2.37,4.813,10.342,15.835,1.873,16.695,35.678,8.466,51.344,103.947,0.553,94.2,277.72,82.576,277.307,583.784,-4,3,0,0.07,0.023,0.07,-1.333,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,5.937,,0.056,0.159
432925,Li3K3Y7(BO3)9,ICSD,6.938,26.321,88.906,2,2.551,5,1,11.755,16,152,178.286,275,0.82,2.555,3.44,1.878,2.388,0.143,0,0.122,2.02,1.286,0,4.341,10.512,13.618,0.277,0.968,1.461,54.36,766.026,2348,90.2,1513.457,4273,0.001,1.162,4.47,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.294,7.142,8.339,0.002,0.887,2.639,24.519,17.066,48.536,5.274,86.764,230.047,8.625,10322.358,30942.76,0,3,0.057,0.248,0.083,0.096,4.594,,0.031,0.428
433331,K2BaB16O26,ICSD,10.81,17.877,137.33,2,2.178,6,1,13.956,16,152,174.267,275,0.82,2.769,3.44,1.956,2.667,0,0,0.044,2.933,0,0,4.341,11.127,13.618,-0.48,0.954,1.461,54.36,903.432,2348,90.2,1665.493,4273,0.001,0.963,3.62,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.294,6.366,7.437,2.639,5.465,8.29,25.893,18.411,34.753,58.06,144.053,230.047,11254.2,21098.48,30942.76,0,2,0.094,0.328,0.164,0.234,5.681,,0.038,0.081
433804,RbB4O6F,ICSD,10.81,20.308,85.468,2,2.25,5,1,13.833,17,135,176.5,303,0.82,2.8,3.98,1.917,2.75,0,0,0.083,2.75,0,0,4.177,11.375,17.423,0.277,1.14,3.339,53.53,840.346,2348,85.03,1556.603,4273,0.001,0.918,2.37,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,5.014,5.014,5.014,4.599,4.599,4.599,33.92,38.519,33.92,303.357,303.357,303.357,60853.629,60853.629,60853.629,0,1,0.099,0.099,0.099,0.099,6.13,7.73,0.102,1.028
433805,CsKB8O12F2,ICSD,10.81,20.353,132.905,2,2.25,6,1,13.833,17,135,177,343,0.79,2.799,3.98,1.917,2.75,0,0,0.083,2.75,0,0,3.894,11.37,17.423,0.277,1.142,3.339,53.53,840.896,2348,85.03,1558.853,4273,0.001,0.908,2.37,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,5.294,5.342,5.389,2.367,2.503,2.639,28.297,16.652,34.753,230.047,248.274,266.501,27365.547,29154.153,30942.76,0,2,0.094,0.214,0.107,0.119,6.1,7.76,0.105,1.028
mp-861440,RbCaCO3F,Materials Project,12.011,29.222,85.468,2,2.714,5,1,11.714,17,135,185,303,0.82,2.667,3.98,1.857,2.714,0,0,0.143,1.571,0,0,4.177,11.404,17.423,-1.39,1.152,3.339,53.53,781.01,3823,85.03,1024.519,4098,0.001,0.763,2.267,7.529,11.345,15.161,10.202,12.125,14.049,21.668,22.959,29.318,0,19.312,38.625,0,8.254,16.508,-3,2,0,0.113,0.056,0.113,-1.5,5.014,6.061,7.107,4.599,6.673,8.746,25.832,19.588,33.92,86.192,1082.836,2079.48,138.911,3078082.666,6156026.421,0,2,0.099,0.236,0.118,0.137,4.3,6.2,,
